"UNION","MRGID_EEZ","TERRITORY1","MRGID_TER1","ISO_TER1","UN_TER1","SOVEREIGN1","MRGID_SOV1","ISO_SOV1","UN_SOV1","TERRITORY2","MRGID_TER2","ISO_TER2","UN_TER2","SOVEREIGN2","MRGID_SOV2","ISO_SOV2","UN_SOV2","TERRITORY3","MRGID_TER3","ISO_TER3","UN_TER3","SOVEREIGN3","MRGID_SOV3","ISO_SOV3","UN_SOV3","POL_TYPE","Y_1","x_1","AREA_KM2","id","over","prop","sp_country","species","breeding_country"
"Norway","5686","Norway","2252","NOR","578","Norway","2252","NOR","578",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",67.32787,14.05973,"1258494","74",7.3984738877364e-10,0.0707930205749476,"Fulmarus glacialis_Denmark","Fulmarus glacialis","Denmark"
"Iceland","5680","Iceland","2129","ISL","352","Iceland","2129","ISL","352",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",64.73246,-18.46504,"865631","236",3.32644188133043e-10,0.0318293842919059,"Fulmarus glacialis_Denmark","Fulmarus glacialis","Denmark"
"Ireland","5681","Ireland","2114","IRL","372","Ireland","2114","IRL","372",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",52.72782,-11.234,"497290","148",2.73262583365173e-10,0.0261473973958334,"Fulmarus glacialis_Denmark","Fulmarus glacialis","Denmark"
"Joint regime area Iceland / Norway (Jan Mayen)","48975","Iceland","2129","ISL","352","Iceland","2129","ISL","352","Jan Mayen","5343","SJM","744","Norway","2252","NOR","578",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",69.29167,-8.5,"45532","314",2.60690613193559e-10,0.0249444361412132,"Fulmarus glacialis_Denmark","Fulmarus glacialis","Denmark"
"Jan Mayen","8437","Jan Mayen","5343","SJM","744","Norway","2252","NOR","578",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",71.11408,-5.25539,"293291","163",2.00719004107822e-10,0.0192059941052729,"Fulmarus glacialis_Denmark","Fulmarus glacialis","Denmark"
"Germany","5669","Germany","2101","DEU","276","Germany","2101","DEU","276",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",51.61248,10.09884,"414205","206",1.59042673950207e-10,0.0152181537166937,"Fulmarus glacialis_Denmark","Fulmarus glacialis","Denmark"
"Svalbard","33181","Svalbard","5334","SJM","744","Norway","2252","NOR","578",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",78.72611,18.30829,"857868","173",6.46214986374711e-11,0.00618337126283501,"Fulmarus glacialis_Denmark","Fulmarus glacialis","Denmark"
"Netherlands","5668","Netherlands","15","NLD","528","Netherlands","15","NLD","528",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",53.14015,4.68165,"99497","105",3.98461574375611e-11,0.00381271852291813,"Fulmarus glacialis_Denmark","Fulmarus glacialis","Denmark"
"Russia","5690","Russia","2240","RUS","643","Russia","2240","RUS","643",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",65.76098,95.46936,"24614858","227",2.62987631392063e-11,0.0025164228572808,"Fulmarus glacialis_Denmark","Fulmarus glacialis","Denmark"
"Greenland","8438","Greenland","2260","GRL","304","Denmark","2157","DNK","208",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",75.13542,-36.40807,"4437543","120",2.61399290559024e-11,0.002501224662764,"Fulmarus glacialis_Denmark","Fulmarus glacialis","Denmark"
"Sweden","5694","Sweden","2180","SWE","752","Sweden","2180","SWE","752",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",61.98926,17.07979,"605433","224",2.04226500446179e-11,0.00195416123208882,"Fulmarus glacialis_Denmark","Fulmarus glacialis","Denmark"
"High Seas",NA,"High Seas",NA,NA,NA,"High Seas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15095837346452e-11,0.00110130576994591,"Fulmarus glacialis_Denmark","Fulmarus glacialis","Denmark"
"Guernsey","21788","Guernsey","4377","GGY","831","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",49.63762,-2.65654,"6619","146",3.7644726745556e-12,0.000360207247531665,"Fulmarus glacialis_Denmark","Fulmarus glacialis","Denmark"
"Canada","8493","Canada","2169","CAN","124","Canada","2169","CAN","124",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",64.50915,-94.65701,"15700025","83",2.90328004304453e-12,0.000277803188793804,"Fulmarus glacialis_Denmark","Fulmarus glacialis","Denmark"
"Azores","8361","Azores","2454",NA,NA,"Portugal","2243","PRT","620",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",38.47507,-27.97434,"962788","79",2.68444527993419e-12,0.000256863770580727,"Fulmarus glacialis_Denmark","Fulmarus glacialis","Denmark"
"Jersey","21789","Jersey","4378","JEY","832","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",49.12631,-2.1881,"2402","99",9.41118168638899e-13,9.00518118829163e-05,"Fulmarus glacialis_Denmark","Fulmarus glacialis","Denmark"
"Joint regime area Iceland / Norway (Jan Mayen)","48975","Iceland","2129","ISL","352","Iceland","2129","ISL","352","Jan Mayen","5343","SJM","744","Norway","2252","NOR","578",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",69.29167,-8.5,"45532","314",5.7437041581232e-10,0.200811606757202,"Fulmarus glacialis_Iceland","Fulmarus glacialis","Iceland"
"Iceland","5680","Iceland","2129","ISL","352","Iceland","2129","ISL","352",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",64.73246,-18.46504,"865631","236",5.53424486497226e-10,0.193488482854941,"Fulmarus glacialis_Iceland","Fulmarus glacialis","Iceland"
"Joint regime area Iceland / Denmark (Faeroe Islands)","48973","Faeroe","3297","FRO","234","Denmark","2157","DNK","208","Iceland","2129","ISL","352","Iceland","2129","ISL","352",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",63.15298,-10.98204,"1234","312",3.9236225379824e-10,0.137177842811889,"Fulmarus glacialis_Iceland","Fulmarus glacialis","Iceland"
"Jan Mayen","8437","Jan Mayen","5343","SJM","744","Norway","2252","NOR","578",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",71.11408,-5.25539,"293291","163",3.35855412497394e-10,0.117421899117698,"Fulmarus glacialis_Iceland","Fulmarus glacialis","Iceland"
"Faeroe","8435","Faeroe","3297","FRO","234","Denmark","2157","DNK","208",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",62.59187,-6.99635,"267048","7",3.06149138875201e-10,0.107035980253118,"Fulmarus glacialis_Iceland","Fulmarus glacialis","Iceland"
"Greenland","8438","Greenland","2260","GRL","304","Denmark","2157","DNK","208",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",75.13542,-36.40807,"4437543","120",2.88612143944392e-10,0.100904689307766,"Fulmarus glacialis_Iceland","Fulmarus glacialis","Iceland"
"Norway","5686","Norway","2252","NOR","578","Norway","2252","NOR","578",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",67.32787,14.05973,"1258494","74",1.76202140648512e-10,0.0616038605115903,"Fulmarus glacialis_Iceland","Fulmarus glacialis","Iceland"
"Svalbard","33181","Svalbard","5334","SJM","744","Norway","2252","NOR","578",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",78.72611,18.30829,"857868","173",1.00879867250874e-10,0.0352696581759891,"Fulmarus glacialis_Iceland","Fulmarus glacialis","Iceland"
"Joint regime area United Kingdom / Denmark (Faeroe Islands)","48967","United Kingdom","2208","GBR","826","United Kingdom","2208","GBR","826","Faeroe","3297","FRO","234","Denmark","2157","DNK","208",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",60.03609,-7.51858,"8011","306",6.99324863890587e-11,0.0244498229186334,"Fulmarus glacialis_Iceland","Fulmarus glacialis","Iceland"
"United Kingdom","5696","United Kingdom","2208","GBR","826","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",56.15339,-3.95824,"977103","58",1.80275321073551e-11,0.00630279274259823,"Fulmarus glacialis_Iceland","Fulmarus glacialis","Iceland"
"Canada","8493","Canada","2169","CAN","124","Canada","2169","CAN","124",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",64.50915,-94.65701,"15700025","83",1.57179610804368e-11,0.00549531962757121,"Fulmarus glacialis_Iceland","Fulmarus glacialis","Iceland"
"Russia","5690","Russia","2240","RUS","643","Russia","2240","RUS","643",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",65.76098,95.46936,"24614858","227",1.36082904926826e-11,0.00475773578134162,"Fulmarus glacialis_Iceland","Fulmarus glacialis","Iceland"
"High Seas",NA,"High Seas",NA,NA,NA,"High Seas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.09720141213544e-12,0.00283094668709211,"Fulmarus glacialis_Iceland","Fulmarus glacialis","Iceland"
"United States","8456","United States","2204","USA","840","United States","2204","USA","840",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",38.45695,-98.38831,"10392557","113",6.18385583995474e-12,0.00216200206868242,"Fulmarus glacialis_Iceland","Fulmarus glacialis","Iceland"
"Ireland","5681","Ireland","2114","IRL","372","Ireland","2114","IRL","372",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",52.72782,-11.234,"497290","148",8.21921132185176e-13,0.000287360383888114,"Fulmarus glacialis_Iceland","Fulmarus glacialis","Iceland"
"Norway","5686","Norway","2252","NOR","578","Norway","2252","NOR","578",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",67.32787,14.05973,"1258494","74",1.78652605750815e-09,0.210600901779014,"Fulmarus glacialis_Norway","Fulmarus glacialis","Norway"
"Denmark","5674","Denmark","2157","DNK","208","Denmark","2157","DNK","208",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",56.08848,9.48072,"148536","192",1.59959621069683e-09,0.188565066285639,"Fulmarus glacialis_Norway","Fulmarus glacialis","Norway"
"Svalbard","33181","Svalbard","5334","SJM","744","Norway","2252","NOR","578",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",78.72611,18.30829,"857868","173",1.30818955655303e-09,0.154213200053871,"Fulmarus glacialis_Norway","Fulmarus glacialis","Norway"
"Jan Mayen","8437","Jan Mayen","5343","SJM","744","Norway","2252","NOR","578",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",71.11408,-5.25539,"293291","163",1.00703204527166e-09,0.118711874345897,"Fulmarus glacialis_Norway","Fulmarus glacialis","Norway"
"Joint regime area Iceland / Norway (Jan Mayen)","48975","Iceland","2129","ISL","352","Iceland","2129","ISL","352","Jan Mayen","5343","SJM","744","Norway","2252","NOR","578",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",69.29167,-8.5,"45532","314",7.81213493200594e-10,0.0920917248637603,"Fulmarus glacialis_Norway","Fulmarus glacialis","Norway"
"Germany","5669","Germany","2101","DEU","276","Germany","2101","DEU","276",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",51.61248,10.09884,"414205","206",4.94978214845458e-10,0.0583494754914565,"Fulmarus glacialis_Norway","Fulmarus glacialis","Norway"
"Netherlands","5668","Netherlands","15","NLD","528","Netherlands","15","NLD","528",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",53.14015,4.68165,"99497","105",3.96919283155281e-10,0.0467900026504935,"Fulmarus glacialis_Norway","Fulmarus glacialis","Norway"
"Russia","5690","Russia","2240","RUS","643","Russia","2240","RUS","643",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",65.76098,95.46936,"24614858","227",2.72552643767319e-10,0.0321293005038579,"Fulmarus glacialis_Norway","Fulmarus glacialis","Norway"
"Faeroe","8435","Faeroe","3297","FRO","234","Denmark","2157","DNK","208",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",62.59187,-6.99635,"267048","7",1.72524372354691e-10,0.0203376761531453,"Fulmarus glacialis_Norway","Fulmarus glacialis","Norway"
"Iceland","5680","Iceland","2129","ISL","352","Iceland","2129","ISL","352",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",64.73246,-18.46504,"865631","236",1.43494218327526e-10,0.0169155169345823,"Fulmarus glacialis_Norway","Fulmarus glacialis","Norway"
"Greenland","8438","Greenland","2260","GRL","304","Denmark","2157","DNK","208",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",75.13542,-36.40807,"4437543","120",1.41811936180466e-10,0.0167172046089778,"Fulmarus glacialis_Norway","Fulmarus glacialis","Norway"
"Joint regime area United Kingdom / Denmark (Faeroe Islands)","48967","United Kingdom","2208","GBR","826","United Kingdom","2208","GBR","826","Faeroe","3297","FRO","234","Denmark","2157","DNK","208",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",60.03609,-7.51858,"8011","306",1.21471912885505e-10,0.0143194633445152,"Fulmarus glacialis_Norway","Fulmarus glacialis","Norway"
"United Kingdom","5696","United Kingdom","2208","GBR","826","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",56.15339,-3.95824,"977103","58",1.0786276015533e-10,0.0127151767317463,"Fulmarus glacialis_Norway","Fulmarus glacialis","Norway"
"Joint regime area Iceland / Denmark (Faeroe Islands)","48973","Faeroe","3297","FRO","234","Denmark","2157","DNK","208","Iceland","2129","ISL","352","Iceland","2129","ISL","352",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",63.15298,-10.98204,"1234","312",5.34770075444335e-11,0.00630402560655037,"Fulmarus glacialis_Norway","Fulmarus glacialis","Norway"
"Sweden","5694","Sweden","2180","SWE","752","Sweden","2180","SWE","752",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",61.98926,17.07979,"605433","224",2.94829511721323e-11,0.00347553626652288,"Fulmarus glacialis_Norway","Fulmarus glacialis","Norway"
"Ireland","5681","Ireland","2114","IRL","372","Ireland","2114","IRL","372",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",52.72782,-11.234,"497290","148",1.55599524640397e-11,0.00183425257459498,"Fulmarus glacialis_Norway","Fulmarus glacialis","Norway"
"Poland","5687","Poland","2244","POL","616","Poland","2244","POL","616",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",52.38248,19.20597,"341743","205",1.55394544297524e-11,0.00183183620653393,"Fulmarus glacialis_Norway","Fulmarus glacialis","Norway"
"Finland","5676","Finland","2106","FIN","246","Finland","2106","FIN","246",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",63.97904,25.44114,"420076","5",1.51395385666655e-11,0.00178469295830205,"Fulmarus glacialis_Norway","Fulmarus glacialis","Norway"
"Canada","8493","Canada","2169","CAN","124","Canada","2169","CAN","124",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",64.50915,-94.65701,"15700025","83",9.7605807649283e-12,0.00115060572575579,"Fulmarus glacialis_Norway","Fulmarus glacialis","Norway"
"High Seas",NA,"High Seas",NA,NA,NA,"High Seas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.67137117595972e-12,0.00102220652290113,"Fulmarus glacialis_Norway","Fulmarus glacialis","Norway"
"France","5677","France","17","FRA","250","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",46.36162,0.81913,"894295","167",1.10131188890694e-12,0.000129825857265837,"Fulmarus glacialis_Norway","Fulmarus glacialis","Norway"
"Estonia","5675","Estonia","2110","EST","233","Estonia","2110","EST","233",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",58.7153,24.40898,"81842","1",8.85160881766191e-14,1.04345346173948e-05,"Fulmarus glacialis_Norway","Fulmarus glacialis","Norway"
"Jersey","21789","Jersey","4378","JEY","832","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",49.12631,-2.1881,"2402","99",9.79753396468386e-09,0.280137034936569,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Denmark","5674","Denmark","2157","DNK","208","Denmark","2157","DNK","208",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",56.08848,9.48072,"148536","192",5.29525466183567e-09,0.151405133735462,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Netherlands","5668","Netherlands","15","NLD","528","Netherlands","15","NLD","528",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",53.14015,4.68165,"99497","105",4.77683635504077e-09,0.136582203001478,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"United Kingdom","5696","United Kingdom","2208","GBR","826","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",56.15339,-3.95824,"977103","58",3.93135466006629e-09,0.112407677454841,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Joint regime area United Kingdom / Denmark (Faeroe Islands)","48967","United Kingdom","2208","GBR","826","United Kingdom","2208","GBR","826","Faeroe","3297","FRO","234","Denmark","2157","DNK","208",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",60.03609,-7.51858,"8011","306",2.74909979701223e-09,0.0786039291780684,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Germany","5669","Germany","2101","DEU","276","Germany","2101","DEU","276",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",51.61248,10.09884,"414205","206",2.32995222031837e-09,0.0666194073831847,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Faeroe","8435","Faeroe","3297","FRO","234","Denmark","2157","DNK","208",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",62.59187,-6.99635,"267048","7",1.48840972653769e-09,0.0425575138668553,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Norway","5686","Norway","2252","NOR","578","Norway","2252","NOR","578",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",67.32787,14.05973,"1258494","74",1.37546300172196e-09,0.0393280725901292,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"France","5677","France","17","FRA","250","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",46.36162,0.81913,"894295","167",1.12124578227103e-09,0.0320593396269667,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Guernsey","21788","Guernsey","4377","GGY","831","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",49.63762,-2.65654,"6619","146",1.10037234879456e-09,0.0314625137538316,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Ireland","5681","Ireland","2114","IRL","372","Ireland","2114","IRL","372",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",52.72782,-11.234,"497290","148",5.59226785557297e-10,0.0159897515158229,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Joint regime area Iceland / Denmark (Faeroe Islands)","48973","Faeroe","3297","FRO","234","Denmark","2157","DNK","208","Iceland","2129","ISL","352","Iceland","2129","ISL","352",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",63.15298,-10.98204,"1234","312",1.46630124708835e-10,0.0041925374810005,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Svalbard","33181","Svalbard","5334","SJM","744","Norway","2252","NOR","578",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",78.72611,18.30829,"857868","173",7.96873810796984e-11,0.00227846994335452,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Jan Mayen","8437","Jan Mayen","5343","SJM","744","Norway","2252","NOR","578",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",71.11408,-5.25539,"293291","163",6.49314720119809e-11,0.0018565600394007,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Iceland","5680","Iceland","2129","ISL","352","Iceland","2129","ISL","352",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",64.73246,-18.46504,"865631","236",4.32819695540794e-11,0.00123754433113475,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Joint regime area Iceland / Norway (Jan Mayen)","48975","Iceland","2129","ISL","352","Iceland","2129","ISL","352","Jan Mayen","5343","SJM","744","Norway","2252","NOR","578",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",69.29167,-8.5,"45532","314",3.77372805313719e-11,0.00107900721883021,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Sweden","5694","Sweden","2180","SWE","752","Sweden","2180","SWE","752",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",61.98926,17.07979,"605433","224",3.04493280589568e-11,0.000870625660395175,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Russia","5690","Russia","2240","RUS","643","Russia","2240","RUS","643",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",65.76098,95.46936,"24614858","227",2.08754608304129e-11,0.00059688384046904,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Greenland","8438","Greenland","2260","GRL","304","Denmark","2157","DNK","208",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",75.13542,-36.40807,"4437543","120",1.44379819456298e-11,0.00041281953880391,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"High Seas",NA,"High Seas",NA,NA,NA,"High Seas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.60721218751676e-12,0.000160324812563365,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Azores","8361","Azores","2454",NA,NA,"Portugal","2243","PRT","620",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",38.47507,-27.97434,"962788","79",3.95533116063806e-12,0.000113093228104886,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Canada","8493","Canada","2169","CAN","124","Canada","2169","CAN","124",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",64.50915,-94.65701,"15700025","83",1.73320548611444e-12,4.95568627336277e-05,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Macquarie Island","8311","Macquarie Island","8592",NA,NA,"Australia","2147","AUS","36",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-54.87811,158.64993,"475781","53",5.23671031334589e-13,0.224120729716374,"Fulmarus glacialoides_Antarctica","Fulmarus glacialoides","Antarctica"
"Antarctica","8489","Antarctica","1926","ATA","10","Antarctica","1926","ATA","10",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-77.78128,11.74745,"22143430","150",4.30080772501521e-13,0.184065970432564,"Fulmarus glacialoides_Antarctica","Fulmarus glacialoides","Antarctica"
"Heard and McDonald Islands","8388","Heard and McDonald Islands","8631","HMD","334","Australia","2147","AUS","36",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-53.49828,73.73032,"417685","116",3.40472341351581e-13,0.145715353773701,"Fulmarus glacialoides_Antarctica","Fulmarus glacialoides","Antarctica"
"Australia","8323","Australia","2147","AUS","36","Australia","2147","AUS","36",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-26.51236,136.2067,"14557144","321",3.27381056832618e-13,0.140112545782133,"Fulmarus glacialoides_Antarctica","Fulmarus glacialoides","Antarctica"
"Amsterdam and Saint Paul Islands","8386","Amsterdam and Saint Paul Islands","48979","ATF","260","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-38.29427,77.54181,"512252","101",3.06113472941006e-13,0.131010445158111,"Fulmarus glacialoides_Antarctica","Fulmarus glacialoides","Antarctica"
"New Zealand","8455","New Zealand","2227","NZL","554","New Zealand","2227","NZL","554",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-42.70872,77.74731,"4374136","95",1.39439708829736e-13,0.0596774070444845,"Fulmarus glacialoides_Antarctica","Fulmarus glacialoides","Antarctica"
