species,population,month,sp_pop,sp_pop_month,exposure_score
Pagodroma nivea,Pointe Geologie,9,Pagodroma nivea_Pointe Geologie,Pagodroma nivea_Pointe Geologie_09,0.0035
Pagodroma nivea,Pointe Geologie,10,Pagodroma nivea_Pointe Geologie,Pagodroma nivea_Pointe Geologie_10,0.0018
Pagodroma nivea,Pointe Geologie,12,Pagodroma nivea_Pointe Geologie,Pagodroma nivea_Pointe Geologie_12,0.0012
Pelagodroma marina,Cape Verde,3,Pelagodroma marina_Cape Verde,Pelagodroma marina_Cape Verde_03,0.3438
Pelagodroma marina,Cape Verde,4,Pelagodroma marina_Cape Verde,Pelagodroma marina_Cape Verde_04,0.3581
Pelagodroma marina,Madeira,4,Pelagodroma marina_Madeira,Pelagodroma marina_Madeira_04,5.0874
Pelagodroma marina,Madeira,5,Pelagodroma marina_Madeira,Pelagodroma marina_Madeira_05,5.1531
Pelagodroma marina,Madeira,6,Pelagodroma marina_Madeira,Pelagodroma marina_Madeira_06,4.1284
Pelecanoides garnotii,Paracas,6,Pelecanoides garnotii_Paracas,Pelecanoides garnotii_Paracas_06,0.1783
Pelecanoides georgicus,South Georgia,1,Pelecanoides georgicus_South Georgia,Pelecanoides georgicus_South Georgia_01,0.0666
Pelecanoides georgicus,South Georgia,2,Pelecanoides georgicus_South Georgia,Pelecanoides georgicus_South Georgia_02,0.1087
Pelecanoides georgicus,South Georgia,3,Pelecanoides georgicus_South Georgia,Pelecanoides georgicus_South Georgia_03,0.0959
Pelecanoides georgicus,South Georgia,4,Pelecanoides georgicus_South Georgia,Pelecanoides georgicus_South Georgia_04,0.0148
Pelecanoides georgicus,South Georgia,5,Pelecanoides georgicus_South Georgia,Pelecanoides georgicus_South Georgia_05,0.1071
Pelecanoides georgicus,South Georgia,6,Pelecanoides georgicus_South Georgia,Pelecanoides georgicus_South Georgia_06,0.088
Pelecanoides georgicus,South Georgia,7,Pelecanoides georgicus_South Georgia,Pelecanoides georgicus_South Georgia_07,0.0374
Pelecanoides georgicus,South Georgia,8,Pelecanoides georgicus_South Georgia,Pelecanoides georgicus_South Georgia_08,0.0111
Pelecanoides georgicus,South Georgia,10,Pelecanoides georgicus_South Georgia,Pelecanoides georgicus_South Georgia_10,1.556
Pelecanoides georgicus,South Georgia,11,Pelecanoides georgicus_South Georgia,Pelecanoides georgicus_South Georgia_11,0.0575
Pelecanoides urinatrix,Kanowna Island,9,Pelecanoides urinatrix_Kanowna Island,Pelecanoides urinatrix_Kanowna Island_09,12.2134
Pelecanoides urinatrix,Kanowna Island,10,Pelecanoides urinatrix_Kanowna Island,Pelecanoides urinatrix_Kanowna Island_10,12.8278
Pelecanoides urinatrix,Kanowna Island,11,Pelecanoides urinatrix_Kanowna Island,Pelecanoides urinatrix_Kanowna Island_11,13.8375
Pelecanoides urinatrix,North Island,1,Pelecanoides urinatrix_North Island,Pelecanoides urinatrix_North Island_01,0.0673
Pelecanoides urinatrix,North Island,2,Pelecanoides urinatrix_North Island,Pelecanoides urinatrix_North Island_02,0.0235
Pelecanoides urinatrix,North Island,3,Pelecanoides urinatrix_North Island,Pelecanoides urinatrix_North Island_03,0.0345
Pelecanoides urinatrix,North Island,4,Pelecanoides urinatrix_North Island,Pelecanoides urinatrix_North Island_04,1.6581
Pelecanoides urinatrix,North Island,5,Pelecanoides urinatrix_North Island,Pelecanoides urinatrix_North Island_05,5.2565
Pelecanoides urinatrix,North Island,6,Pelecanoides urinatrix_North Island,Pelecanoides urinatrix_North Island_06,5.9591
Pelecanoides urinatrix,North Island,7,Pelecanoides urinatrix_North Island,Pelecanoides urinatrix_North Island_07,6.2175
Pelecanoides urinatrix,North Island,8,Pelecanoides urinatrix_North Island,Pelecanoides urinatrix_North Island_08,5.7364
Pelecanoides urinatrix,North Island,9,Pelecanoides urinatrix_North Island,Pelecanoides urinatrix_North Island_09,6.1928
Pelecanoides urinatrix,North Island,10,Pelecanoides urinatrix_North Island,Pelecanoides urinatrix_North Island_10,5.9515
Pelecanoides urinatrix,North Island,11,Pelecanoides urinatrix_North Island,Pelecanoides urinatrix_North Island_11,4.7114
Pelecanoides urinatrix,North Island,12,Pelecanoides urinatrix_North Island,Pelecanoides urinatrix_North Island_12,1.1425
Pelecanoides urinatrix,South Georgia,1,Pelecanoides urinatrix_South Georgia,Pelecanoides urinatrix_South Georgia_01,0.5028
Pelecanoides urinatrix,South Georgia,2,Pelecanoides urinatrix_South Georgia,Pelecanoides urinatrix_South Georgia_02,0.1584
Pelecanoides urinatrix,South Georgia,3,Pelecanoides urinatrix_South Georgia,Pelecanoides urinatrix_South Georgia_03,0.3354
Pelecanoides urinatrix,South Georgia,4,Pelecanoides urinatrix_South Georgia,Pelecanoides urinatrix_South Georgia_04,0.0139
Pelecanoides urinatrix,South Georgia,5,Pelecanoides urinatrix_South Georgia,Pelecanoides urinatrix_South Georgia_05,0.0113
Pelecanoides urinatrix,South Georgia,6,Pelecanoides urinatrix_South Georgia,Pelecanoides urinatrix_South Georgia_06,0.0149
Pelecanoides urinatrix,South Georgia,7,Pelecanoides urinatrix_South Georgia,Pelecanoides urinatrix_South Georgia_07,0.0133
Pelecanoides urinatrix,South Georgia,8,Pelecanoides urinatrix_South Georgia,Pelecanoides urinatrix_South Georgia_08,0.0094
Pelecanoides urinatrix,South Georgia,10,Pelecanoides urinatrix_South Georgia,Pelecanoides urinatrix_South Georgia_10,0.1357
Pelecanoides urinatrix,South Georgia,11,Pelecanoides urinatrix_South Georgia,Pelecanoides urinatrix_South Georgia_11,0.1669
Pelecanoides urinatrix,South Georgia,12,Pelecanoides urinatrix_South Georgia,Pelecanoides urinatrix_South Georgia_12,0.1316
Pelecanoides whenuahouensis,Codfish Island,1,Pelecanoides whenuahouensis_Codfish Island,Pelecanoides whenuahouensis_Codfish Island_01,0.2095
Pelecanoides whenuahouensis,Codfish Island,2,Pelecanoides whenuahouensis_Codfish Island,Pelecanoides whenuahouensis_Codfish Island_02,0.0157
Pelecanoides whenuahouensis,Codfish Island,3,Pelecanoides whenuahouensis_Codfish Island,Pelecanoides whenuahouensis_Codfish Island_03,0.0092
Pelecanoides whenuahouensis,Codfish Island,4,Pelecanoides whenuahouensis_Codfish Island,Pelecanoides whenuahouensis_Codfish Island_04,0.0148
Pelecanoides whenuahouensis,Codfish Island,5,Pelecanoides whenuahouensis_Codfish Island,Pelecanoides whenuahouensis_Codfish Island_05,0.0773
Pelecanoides whenuahouensis,Codfish Island,6,Pelecanoides whenuahouensis_Codfish Island,Pelecanoides whenuahouensis_Codfish Island_06,0.1648
Pelecanoides whenuahouensis,Codfish Island,7,Pelecanoides whenuahouensis_Codfish Island,Pelecanoides whenuahouensis_Codfish Island_07,0.1461
Pelecanoides whenuahouensis,Codfish Island,8,Pelecanoides whenuahouensis_Codfish Island,Pelecanoides whenuahouensis_Codfish Island_08,0.1067
Pelecanoides whenuahouensis,Codfish Island,9,Pelecanoides whenuahouensis_Codfish Island,Pelecanoides whenuahouensis_Codfish Island_09,0.5232
Pelecanoides whenuahouensis,Codfish Island,10,Pelecanoides whenuahouensis_Codfish Island,Pelecanoides whenuahouensis_Codfish Island_10,1.1503
Pelecanoides whenuahouensis,Codfish Island,11,Pelecanoides whenuahouensis_Codfish Island,Pelecanoides whenuahouensis_Codfish Island_11,0.9092
Pelecanoides whenuahouensis,Codfish Island,12,Pelecanoides whenuahouensis_Codfish Island,Pelecanoides whenuahouensis_Codfish Island_12,0.6505
Procellaria aequinoctialis,Antipodes Islands,1,Procellaria aequinoctialis_Antipodes Islands,Procellaria aequinoctialis_Antipodes Islands_01,1.8059
Procellaria aequinoctialis,Antipodes Islands,2,Procellaria aequinoctialis_Antipodes Islands,Procellaria aequinoctialis_Antipodes Islands_02,3.2863
Procellaria aequinoctialis,Antipodes Islands,3,Procellaria aequinoctialis_Antipodes Islands,Procellaria aequinoctialis_Antipodes Islands_03,0.3584
Procellaria aequinoctialis,Antipodes Islands,4,Procellaria aequinoctialis_Antipodes Islands,Procellaria aequinoctialis_Antipodes Islands_04,0.2715
Procellaria aequinoctialis,Antipodes Islands,5,Procellaria aequinoctialis_Antipodes Islands,Procellaria aequinoctialis_Antipodes Islands_05,0.3736
Procellaria aequinoctialis,Antipodes Islands,6,Procellaria aequinoctialis_Antipodes Islands,Procellaria aequinoctialis_Antipodes Islands_06,0.6721
Procellaria aequinoctialis,Antipodes Islands,7,Procellaria aequinoctialis_Antipodes Islands,Procellaria aequinoctialis_Antipodes Islands_07,0.7251
Procellaria aequinoctialis,Antipodes Islands,8,Procellaria aequinoctialis_Antipodes Islands,Procellaria aequinoctialis_Antipodes Islands_08,0.8517
Procellaria aequinoctialis,Antipodes Islands,9,Procellaria aequinoctialis_Antipodes Islands,Procellaria aequinoctialis_Antipodes Islands_09,0.7451
Procellaria aequinoctialis,Antipodes Islands,10,Procellaria aequinoctialis_Antipodes Islands,Procellaria aequinoctialis_Antipodes Islands_10,3.7044
Procellaria aequinoctialis,Antipodes Islands,11,Procellaria aequinoctialis_Antipodes Islands,Procellaria aequinoctialis_Antipodes Islands_11,2.3936
Procellaria aequinoctialis,Antipodes Islands,12,Procellaria aequinoctialis_Antipodes Islands,Procellaria aequinoctialis_Antipodes Islands_12,1.3185
Procellaria aequinoctialis,Crozet,1,Procellaria aequinoctialis_Crozet,Procellaria aequinoctialis_Crozet_01,5.2965
Procellaria aequinoctialis,Crozet,2,Procellaria aequinoctialis_Crozet,Procellaria aequinoctialis_Crozet_02,3.7423
Procellaria aequinoctialis,Crozet,3,Procellaria aequinoctialis_Crozet,Procellaria aequinoctialis_Crozet_03,4.4763
Procellaria aequinoctialis,Crozet,4,Procellaria aequinoctialis_Crozet,Procellaria aequinoctialis_Crozet_04,13.7775
Procellaria aequinoctialis,Crozet,5,Procellaria aequinoctialis_Crozet,Procellaria aequinoctialis_Crozet_05,10.8697
Procellaria aequinoctialis,Crozet,6,Procellaria aequinoctialis_Crozet,Procellaria aequinoctialis_Crozet_06,10.0774
Procellaria aequinoctialis,Crozet,7,Procellaria aequinoctialis_Crozet,Procellaria aequinoctialis_Crozet_07,11.424
Procellaria aequinoctialis,Crozet,8,Procellaria aequinoctialis_Crozet,Procellaria aequinoctialis_Crozet_08,12.2384
Procellaria aequinoctialis,Crozet,9,Procellaria aequinoctialis_Crozet,Procellaria aequinoctialis_Crozet_09,2.3421
Procellaria aequinoctialis,Crozet,10,Procellaria aequinoctialis_Crozet,Procellaria aequinoctialis_Crozet_10,19.2154
Procellaria aequinoctialis,Crozet,11,Procellaria aequinoctialis_Crozet,Procellaria aequinoctialis_Crozet_11,16.9916
Procellaria aequinoctialis,Crozet,12,Procellaria aequinoctialis_Crozet,Procellaria aequinoctialis_Crozet_12,7.3075
Procellaria aequinoctialis,Kerguelen,1,Procellaria aequinoctialis_Kerguelen,Procellaria aequinoctialis_Kerguelen_01,0.3987
Procellaria aequinoctialis,Kerguelen,2,Procellaria aequinoctialis_Kerguelen,Procellaria aequinoctialis_Kerguelen_02,1.8677
Procellaria aequinoctialis,Kerguelen,3,Procellaria aequinoctialis_Kerguelen,Procellaria aequinoctialis_Kerguelen_03,5.8592
Procellaria aequinoctialis,Kerguelen,4,Procellaria aequinoctialis_Kerguelen,Procellaria aequinoctialis_Kerguelen_04,7.2083
Procellaria aequinoctialis,Kerguelen,5,Procellaria aequinoctialis_Kerguelen,Procellaria aequinoctialis_Kerguelen_05,21.5963
Procellaria aequinoctialis,Kerguelen,6,Procellaria aequinoctialis_Kerguelen,Procellaria aequinoctialis_Kerguelen_06,21.0044
Procellaria aequinoctialis,Kerguelen,7,Procellaria aequinoctialis_Kerguelen,Procellaria aequinoctialis_Kerguelen_07,17.0363
Procellaria aequinoctialis,Kerguelen,8,Procellaria aequinoctialis_Kerguelen,Procellaria aequinoctialis_Kerguelen_08,11.4358
Procellaria aequinoctialis,Kerguelen,9,Procellaria aequinoctialis_Kerguelen,Procellaria aequinoctialis_Kerguelen_09,6.8218
Procellaria aequinoctialis,Kerguelen,10,Procellaria aequinoctialis_Kerguelen,Procellaria aequinoctialis_Kerguelen_10,20.6536
Procellaria aequinoctialis,Kerguelen,11,Procellaria aequinoctialis_Kerguelen,Procellaria aequinoctialis_Kerguelen_11,19.9182
Procellaria aequinoctialis,Kerguelen,12,Procellaria aequinoctialis_Kerguelen,Procellaria aequinoctialis_Kerguelen_12,0.9563
Procellaria aequinoctialis,Prince Edward Islands,1,Procellaria aequinoctialis_Prince Edward Islands,Procellaria aequinoctialis_Prince Edward Islands_01,2.7142
Procellaria aequinoctialis,Prince Edward Islands,2,Procellaria aequinoctialis_Prince Edward Islands,Procellaria aequinoctialis_Prince Edward Islands_02,6.6168
Procellaria aequinoctialis,Prince Edward Islands,3,Procellaria aequinoctialis_Prince Edward Islands,Procellaria aequinoctialis_Prince Edward Islands_03,5.8746
Procellaria aequinoctialis,Prince Edward Islands,4,Procellaria aequinoctialis_Prince Edward Islands,Procellaria aequinoctialis_Prince Edward Islands_04,9.123
Procellaria aequinoctialis,Prince Edward Islands,5,Procellaria aequinoctialis_Prince Edward Islands,Procellaria aequinoctialis_Prince Edward Islands_05,12.0315
Procellaria aequinoctialis,Prince Edward Islands,6,Procellaria aequinoctialis_Prince Edward Islands,Procellaria aequinoctialis_Prince Edward Islands_06,12.3663
Procellaria aequinoctialis,Prince Edward Islands,7,Procellaria aequinoctialis_Prince Edward Islands,Procellaria aequinoctialis_Prince Edward Islands_07,12.8973
Procellaria aequinoctialis,Prince Edward Islands,8,Procellaria aequinoctialis_Prince Edward Islands,Procellaria aequinoctialis_Prince Edward Islands_08,10.9546
Procellaria aequinoctialis,Prince Edward Islands,9,Procellaria aequinoctialis_Prince Edward Islands,Procellaria aequinoctialis_Prince Edward Islands_09,6.6199
Procellaria aequinoctialis,Prince Edward Islands,10,Procellaria aequinoctialis_Prince Edward Islands,Procellaria aequinoctialis_Prince Edward Islands_10,2.4078
Procellaria aequinoctialis,Prince Edward Islands,11,Procellaria aequinoctialis_Prince Edward Islands,Procellaria aequinoctialis_Prince Edward Islands_11,2.7591
Procellaria aequinoctialis,Prince Edward Islands,12,Procellaria aequinoctialis_Prince Edward Islands,Procellaria aequinoctialis_Prince Edward Islands_12,3.5491
Procellaria aequinoctialis,South Georgia,1,Procellaria aequinoctialis_South Georgia,Procellaria aequinoctialis_South Georgia_01,0.3653
Procellaria aequinoctialis,South Georgia,2,Procellaria aequinoctialis_South Georgia,Procellaria aequinoctialis_South Georgia_02,0.7024
Procellaria aequinoctialis,South Georgia,3,Procellaria aequinoctialis_South Georgia,Procellaria aequinoctialis_South Georgia_03,0.9348
Procellaria aequinoctialis,South Georgia,4,Procellaria aequinoctialis_South Georgia,Procellaria aequinoctialis_South Georgia_04,2.3552
Procellaria aequinoctialis,South Georgia,5,Procellaria aequinoctialis_South Georgia,Procellaria aequinoctialis_South Georgia_05,4.0175
Procellaria aequinoctialis,South Georgia,6,Procellaria aequinoctialis_South Georgia,Procellaria aequinoctialis_South Georgia_06,6.314
Procellaria aequinoctialis,South Georgia,7,Procellaria aequinoctialis_South Georgia,Procellaria aequinoctialis_South Georgia_07,5.8408
Procellaria aequinoctialis,South Georgia,8,Procellaria aequinoctialis_South Georgia,Procellaria aequinoctialis_South Georgia_08,5.633
Procellaria aequinoctialis,South Georgia,9,Procellaria aequinoctialis_South Georgia,Procellaria aequinoctialis_South Georgia_09,3.4698
Procellaria aequinoctialis,South Georgia,10,Procellaria aequinoctialis_South Georgia,Procellaria aequinoctialis_South Georgia_10,2.3099
Procellaria aequinoctialis,South Georgia,11,Procellaria aequinoctialis_South Georgia,Procellaria aequinoctialis_South Georgia_11,0.3158
Procellaria aequinoctialis,South Georgia,12,Procellaria aequinoctialis_South Georgia,Procellaria aequinoctialis_South Georgia_12,0.8577
Procellaria cinerea,Antipodes Islands,1,Procellaria cinerea_Antipodes Islands,Procellaria cinerea_Antipodes Islands_01,0.0386
Procellaria cinerea,Antipodes Islands,2,Procellaria cinerea_Antipodes Islands,Procellaria cinerea_Antipodes Islands_02,0.0976
Procellaria cinerea,Antipodes Islands,4,Procellaria cinerea_Antipodes Islands,Procellaria cinerea_Antipodes Islands_04,0.3539
Procellaria cinerea,Antipodes Islands,5,Procellaria cinerea_Antipodes Islands,Procellaria cinerea_Antipodes Islands_05,0.4731
Procellaria cinerea,Antipodes Islands,6,Procellaria cinerea_Antipodes Islands,Procellaria cinerea_Antipodes Islands_06,0.8363
Procellaria cinerea,Antipodes Islands,7,Procellaria cinerea_Antipodes Islands,Procellaria cinerea_Antipodes Islands_07,0.7594
Procellaria cinerea,Antipodes Islands,8,Procellaria cinerea_Antipodes Islands,Procellaria cinerea_Antipodes Islands_08,0.5272
Procellaria cinerea,Antipodes Islands,9,Procellaria cinerea_Antipodes Islands,Procellaria cinerea_Antipodes Islands_09,0.6971
Procellaria cinerea,Antipodes Islands,10,Procellaria cinerea_Antipodes Islands,Procellaria cinerea_Antipodes Islands_10,0.5986
Procellaria cinerea,Antipodes Islands,11,Procellaria cinerea_Antipodes Islands,Procellaria cinerea_Antipodes Islands_11,0.204
Procellaria cinerea,Antipodes Islands,12,Procellaria cinerea_Antipodes Islands,Procellaria cinerea_Antipodes Islands_12,0.0534
Procellaria cinerea,Gough,1,Procellaria cinerea_Gough,Procellaria cinerea_Gough_01,2.6301
Procellaria cinerea,Gough,2,Procellaria cinerea_Gough,Procellaria cinerea_Gough_02,2.9042
Procellaria cinerea,Gough,3,Procellaria cinerea_Gough,Procellaria cinerea_Gough_03,3.0439
Procellaria cinerea,Gough,4,Procellaria cinerea_Gough,Procellaria cinerea_Gough_04,3.8541
Procellaria cinerea,Gough,5,Procellaria cinerea_Gough,Procellaria cinerea_Gough_05,7.9575
Procellaria cinerea,Gough,6,Procellaria cinerea_Gough,Procellaria cinerea_Gough_06,7.2791
Procellaria cinerea,Gough,7,Procellaria cinerea_Gough,Procellaria cinerea_Gough_07,14.0301
Procellaria cinerea,Gough,8,Procellaria cinerea_Gough,Procellaria cinerea_Gough_08,11.6286
Procellaria cinerea,Gough,9,Procellaria cinerea_Gough,Procellaria cinerea_Gough_09,2.1305
Procellaria cinerea,Gough,10,Procellaria cinerea_Gough,Procellaria cinerea_Gough_10,3.4018
Procellaria cinerea,Gough,11,Procellaria cinerea_Gough,Procellaria cinerea_Gough_11,4.2691
Procellaria cinerea,Gough,12,Procellaria cinerea_Gough,Procellaria cinerea_Gough_12,3.6983
Procellaria cinerea,Kerguelen,1,Procellaria cinerea_Kerguelen,Procellaria cinerea_Kerguelen_01,0.3884
Procellaria cinerea,Kerguelen,2,Procellaria cinerea_Kerguelen,Procellaria cinerea_Kerguelen_02,1.169
Procellaria cinerea,Kerguelen,4,Procellaria cinerea_Kerguelen,Procellaria cinerea_Kerguelen_04,0.5014
Procellaria cinerea,Kerguelen,5,Procellaria cinerea_Kerguelen,Procellaria cinerea_Kerguelen_05,0.5415
Procellaria cinerea,Kerguelen,6,Procellaria cinerea_Kerguelen,Procellaria cinerea_Kerguelen_06,0.8188
Procellaria cinerea,Kerguelen,7,Procellaria cinerea_Kerguelen,Procellaria cinerea_Kerguelen_07,1.7515
Procellaria cinerea,Kerguelen,8,Procellaria cinerea_Kerguelen,Procellaria cinerea_Kerguelen_08,4.7619
Procellaria cinerea,Kerguelen,9,Procellaria cinerea_Kerguelen,Procellaria cinerea_Kerguelen_09,7.3705
Procellaria cinerea,Kerguelen,10,Procellaria cinerea_Kerguelen,Procellaria cinerea_Kerguelen_10,6.4221
Procellaria cinerea,Kerguelen,11,Procellaria cinerea_Kerguelen,Procellaria cinerea_Kerguelen_11,1.4403
Procellaria cinerea,Kerguelen,12,Procellaria cinerea_Kerguelen,Procellaria cinerea_Kerguelen_12,0.6797
Procellaria cinerea,Prince Edward Islands,1,Procellaria cinerea_Prince Edward Islands,Procellaria cinerea_Prince Edward Islands_01,0.4766
Procellaria cinerea,Prince Edward Islands,2,Procellaria cinerea_Prince Edward Islands,Procellaria cinerea_Prince Edward Islands_02,0.759
Procellaria cinerea,Prince Edward Islands,3,Procellaria cinerea_Prince Edward Islands,Procellaria cinerea_Prince Edward Islands_03,0.2761
Procellaria cinerea,Prince Edward Islands,4,Procellaria cinerea_Prince Edward Islands,Procellaria cinerea_Prince Edward Islands_04,0.8132
Procellaria cinerea,Prince Edward Islands,5,Procellaria cinerea_Prince Edward Islands,Procellaria cinerea_Prince Edward Islands_05,2.2364
Procellaria cinerea,Prince Edward Islands,6,Procellaria cinerea_Prince Edward Islands,Procellaria cinerea_Prince Edward Islands_06,4.0702
Procellaria cinerea,Prince Edward Islands,7,Procellaria cinerea_Prince Edward Islands,Procellaria cinerea_Prince Edward Islands_07,5.9717
Procellaria cinerea,Prince Edward Islands,8,Procellaria cinerea_Prince Edward Islands,Procellaria cinerea_Prince Edward Islands_08,18.5473
Procellaria cinerea,Prince Edward Islands,9,Procellaria cinerea_Prince Edward Islands,Procellaria cinerea_Prince Edward Islands_09,5.0612
Procellaria cinerea,Prince Edward Islands,10,Procellaria cinerea_Prince Edward Islands,Procellaria cinerea_Prince Edward Islands_10,3.999
Procellaria cinerea,Prince Edward Islands,11,Procellaria cinerea_Prince Edward Islands,Procellaria cinerea_Prince Edward Islands_11,3.2632
Procellaria cinerea,Prince Edward Islands,12,Procellaria cinerea_Prince Edward Islands,Procellaria cinerea_Prince Edward Islands_12,0.9508
Procellaria conspicillata,Tristan da Cunha,1,Procellaria conspicillata_Tristan da Cunha,Procellaria conspicillata_Tristan da Cunha_01,48.2018
Procellaria conspicillata,Tristan da Cunha,2,Procellaria conspicillata_Tristan da Cunha,Procellaria conspicillata_Tristan da Cunha_02,55.5669
Procellaria conspicillata,Tristan da Cunha,3,Procellaria conspicillata_Tristan da Cunha,Procellaria conspicillata_Tristan da Cunha_03,80.2866
Procellaria conspicillata,Tristan da Cunha,4,Procellaria conspicillata_Tristan da Cunha,Procellaria conspicillata_Tristan da Cunha_04,65.4703
Procellaria conspicillata,Tristan da Cunha,8,Procellaria conspicillata_Tristan da Cunha,Procellaria conspicillata_Tristan da Cunha_08,21.9259
Procellaria conspicillata,Tristan da Cunha,9,Procellaria conspicillata_Tristan da Cunha,Procellaria conspicillata_Tristan da Cunha_09,28.1552
Procellaria conspicillata,Tristan da Cunha,10,Procellaria conspicillata_Tristan da Cunha,Procellaria conspicillata_Tristan da Cunha_10,70.9774
Procellaria conspicillata,Tristan da Cunha,11,Procellaria conspicillata_Tristan da Cunha,Procellaria conspicillata_Tristan da Cunha_11,107.3495
Procellaria conspicillata,Tristan da Cunha,12,Procellaria conspicillata_Tristan da Cunha,Procellaria conspicillata_Tristan da Cunha_12,69.4385
Procellaria parkinsoni,Great Barrier Island,1,Procellaria parkinsoni_Great Barrier Island,Procellaria parkinsoni_Great Barrier Island_01,5.1047
Procellaria parkinsoni,Great Barrier Island,3,Procellaria parkinsoni_Great Barrier Island,Procellaria parkinsoni_Great Barrier Island_03,7.0944
Procellaria parkinsoni,Great Barrier Island,4,Procellaria parkinsoni_Great Barrier Island,Procellaria parkinsoni_Great Barrier Island_04,3.7926
Procellaria parkinsoni,Great Barrier Island,5,Procellaria parkinsoni_Great Barrier Island,Procellaria parkinsoni_Great Barrier Island_05,4.6868
Procellaria parkinsoni,Great Barrier Island,6,Procellaria parkinsoni_Great Barrier Island,Procellaria parkinsoni_Great Barrier Island_06,2.2906
Procellaria parkinsoni,Great Barrier Island,7,Procellaria parkinsoni_Great Barrier Island,Procellaria parkinsoni_Great Barrier Island_07,3.1064
Procellaria parkinsoni,Great Barrier Island,8,Procellaria parkinsoni_Great Barrier Island,Procellaria parkinsoni_Great Barrier Island_08,4.3837
Procellaria parkinsoni,Great Barrier Island,9,Procellaria parkinsoni_Great Barrier Island,Procellaria parkinsoni_Great Barrier Island_09,3.6493
Procellaria parkinsoni,Great Barrier Island,10,Procellaria parkinsoni_Great Barrier Island,Procellaria parkinsoni_Great Barrier Island_10,2.5565
Procellaria parkinsoni,Great Barrier Island,11,Procellaria parkinsoni_Great Barrier Island,Procellaria parkinsoni_Great Barrier Island_11,4.9486
Procellaria parkinsoni,Great Barrier Island,12,Procellaria parkinsoni_Great Barrier Island,Procellaria parkinsoni_Great Barrier Island_12,4.8936
Procellaria westlandica,Punakaiki,1,Procellaria westlandica_Punakaiki,Procellaria westlandica_Punakaiki_01,0.143
Procellaria westlandica,Punakaiki,2,Procellaria westlandica_Punakaiki,Procellaria westlandica_Punakaiki_02,0.2281
Procellaria westlandica,Punakaiki,3,Procellaria westlandica_Punakaiki,Procellaria westlandica_Punakaiki_03,0.264
Procellaria westlandica,Punakaiki,4,Procellaria westlandica_Punakaiki,Procellaria westlandica_Punakaiki_04,2.765
Procellaria westlandica,Punakaiki,5,Procellaria westlandica_Punakaiki,Procellaria westlandica_Punakaiki_05,3.1519
Procellaria westlandica,Punakaiki,6,Procellaria westlandica_Punakaiki,Procellaria westlandica_Punakaiki_06,3.7598
Procellaria westlandica,Punakaiki,7,Procellaria westlandica_Punakaiki,Procellaria westlandica_Punakaiki_07,3.7076
Procellaria westlandica,Punakaiki,8,Procellaria westlandica_Punakaiki,Procellaria westlandica_Punakaiki_08,3.708
Procellaria westlandica,Punakaiki,9,Procellaria westlandica_Punakaiki,Procellaria westlandica_Punakaiki_09,3.629
Procellaria westlandica,Punakaiki,10,Procellaria westlandica_Punakaiki,Procellaria westlandica_Punakaiki_10,2.7631
Procellaria westlandica,Punakaiki,11,Procellaria westlandica_Punakaiki,Procellaria westlandica_Punakaiki_11,2.0929
Procellaria westlandica,Punakaiki,12,Procellaria westlandica_Punakaiki,Procellaria westlandica_Punakaiki_12,0.1519
Pseudobulweria aterrima,Reunion,1,Pseudobulweria aterrima_Reunion,Pseudobulweria aterrima_Reunion_01,18.3201
Pseudobulweria aterrima,Reunion,2,Pseudobulweria aterrima_Reunion,Pseudobulweria aterrima_Reunion_02,14.5832
Pseudobulweria aterrima,Reunion,3,Pseudobulweria aterrima_Reunion,Pseudobulweria aterrima_Reunion_03,13.0794
Pseudobulweria aterrima,Reunion,4,Pseudobulweria aterrima_Reunion,Pseudobulweria aterrima_Reunion_04,16.9351
Pseudobulweria aterrima,Reunion,5,Pseudobulweria aterrima_Reunion,Pseudobulweria aterrima_Reunion_05,5.1591
Pseudobulweria aterrima,Reunion,6,Pseudobulweria aterrima_Reunion,Pseudobulweria aterrima_Reunion_06,3.6906
Pseudobulweria aterrima,Reunion,7,Pseudobulweria aterrima_Reunion,Pseudobulweria aterrima_Reunion_07,6.0011
Pseudobulweria aterrima,Reunion,8,Pseudobulweria aterrima_Reunion,Pseudobulweria aterrima_Reunion_08,9.2196
Pseudobulweria aterrima,Reunion,9,Pseudobulweria aterrima_Reunion,Pseudobulweria aterrima_Reunion_09,21.95
Pseudobulweria aterrima,Reunion,10,Pseudobulweria aterrima_Reunion,Pseudobulweria aterrima_Reunion_10,19.6171
Pseudobulweria aterrima,Reunion,11,Pseudobulweria aterrima_Reunion,Pseudobulweria aterrima_Reunion_11,22.9194
Pseudobulweria aterrima,Reunion,12,Pseudobulweria aterrima_Reunion,Pseudobulweria aterrima_Reunion_12,22.1589
Pseudobulweria rostrata,New Calendonia,1,Pseudobulweria rostrata_New Calendonia,Pseudobulweria rostrata_New Calendonia_01,1.2086
Pseudobulweria rostrata,New Calendonia,6,Pseudobulweria rostrata_New Calendonia,Pseudobulweria rostrata_New Calendonia_06,0.9694
Pseudobulweria rostrata,New Calendonia,9,Pseudobulweria rostrata_New Calendonia,Pseudobulweria rostrata_New Calendonia_09,2.4093
Pseudobulweria rostrata,New Calendonia,10,Pseudobulweria rostrata_New Calendonia,Pseudobulweria rostrata_New Calendonia_10,2.2392
